idx,age-bin,employment-type,education-num,occupation,race,sex,weekly-hours-bin,compensation
37285,7,1,12,0,4,0,5,0
37286,6,1,11,10,4,1,2,0
37287,3,1,13,8,4,0,2,0
37288,0,1,4,4,4,1,0,0
37289,7,1,4,6,2,1,2,0
37290,3,1,10,5,4,1,2,0
37291,7,1,7,9,2,1,2,0
37292,6,0,12,8,4,0,4,1
37293,8,1,8,0,4,0,2,1
37294,6,1,8,5,4,1,2,0
37295,9,0,9,2,4,1,4,0
37296,2,0,12,8,4,0,4,1
37297,5,1,11,1,4,1,2,0
37298,6,2,8,2,4,1,7,1
37299,1,1,12,2,4,0,2,0
37300,2,1,8,1,4,1,2,0
37301,7,1,9,0,4,0,2,0
37302,2,1,9,2,4,0,2,0
37303,8,1,8,0,4,1,2,1
37304,6,2,6,3,4,1,5,0
37305,6,1,12,10,1,0,2,0
37306,3,1,8,1,4,1,3,0
37307,8,0,9,2,4,1,2,0
37308,4,2,9,2,4,1,4,1
37309,8,0,6,9,2,0,2,0
37310,3,1,8,5,4,1,3,0
37311,8,0,8,0,4,0,2,0
37312,7,1,12,10,4,1,5,0
37313,1,1,12,0,4,0,0,0
37314,0,1,6,6,4,0,0,0
37315,8,2,15,8,4,1,4,1
37316,4,2,8,2,4,1,5,1
37317,5,1,9,1,4,1,4,0
37318,5,1,2,6,4,0,2,0
37319,0,1,8,2,2,0,2,0
37320,4,1,9,6,4,0,1,0
37321,1,1,9,0,4,0,2,0
37322,7,1,8,0,4,0,1,0
37323,10,2,0,2,4,0,5,0
37324,2,1,8,6,4,0,2,0
37325,2,1,12,12,4,1,2,0
37326,4,1,8,12,4,1,2,0
37327,2,1,12,2,4,0,2,0
37328,2,1,11,12,1,1,2,0
37329,4,0,8,0,2,0,2,0
37330,7,2,9,2,4,1,5,1
37331,3,1,12,10,4,1,4,1
37332,3,1,9,1,4,1,1,0
37333,3,1,9,5,4,1,2,1
37334,1,1,12,11,4,1,0,0
37335,4,0,14,8,4,0,1,0
37336,2,0,9,0,4,0,2,0
37337,3,0,12,9,4,1,2,0
37338,3,1,8,2,4,1,3,0
37339,4,1,8,1,4,1,2,0
37340,4,1,8,0,4,0,1,1
37341,4,1,15,8,1,1,2,1
37342,1,1,9,0,2,0,1,0
37343,2,1,12,0,4,0,2,0
37344,4,1,8,2,4,0,4,0
37345,1,1,8,5,2,1,0,0
37346,7,1,8,1,4,1,2,1
37347,7,1,9,4,4,0,2,0
37348,5,1,9,10,4,1,2,0
37349,3,0,12,10,2,0,0,0
37350,8,1,8,0,2,1,2,0
37351,7,1,8,1,4,1,4,0
37352,2,1,8,2,4,1,2,0
37353,7,1,1,3,4,1,2,0
37354,6,1,8,0,4,1,2,1
37355,5,1,12,10,4,1,5,1
37356,1,1,10,10,4,0,2,0
37357,6,1,8,1,4,0,2,1
37358,7,0,9,0,4,1,2,1
37359,0,1,9,0,4,0,0,0
37360,0,1,8,5,2,1,2,0
37361,0,1,8,3,4,1,2,0
37362,5,1,11,1,4,1,4,0
37363,8,0,9,8,4,1,2,1
37364,4,1,8,12,4,1,6,0
37365,6,0,8,4,4,1,2,0
37366,7,0,9,0,2,1,2,0
37367,7,1,10,0,4,0,2,0
37368,7,1,8,12,2,1,2,0
37369,3,1,11,11,1,0,2,0
37370,3,1,10,2,4,1,2,1
37371,2,1,8,4,4,1,2,0
37372,0,1,8,6,4,1,2,0
37373,0,1,8,1,4,1,2,0
37374,3,1,12,2,4,0,2,0
37375,1,1,11,10,4,1,1,0
37376,1,2,9,8,4,0,0,0
37377,5,1,12,8,4,0,5,1
37378,1,2,4,1,4,1,3,0
37379,3,1,8,0,4,0,0,0
37380,1,1,12,8,4,1,2,0
37381,0,1,9,6,4,0,1,0
37382,6,1,9,10,4,1,2,1
37383,7,1,12,2,4,1,3,1
37384,4,1,12,11,4,1,3,1
37385,0,1,6,8,4,1,0,0
37386,4,2,9,1,4,1,5,0
37387,1,1,12,10,4,0,2,0
37388,3,1,8,10,4,0,2,0
37389,5,0,10,0,2,0,2,0
37390,8,1,12,2,4,1,4,1
37391,6,1,8,1,4,1,2,0
37392,4,1,12,2,4,1,5,0
37393,3,1,10,2,2,1,2,1
37394,8,1,9,0,4,0,2,0
37395,6,1,9,2,4,0,2,0
37396,3,1,6,4,4,1,2,0
37397,4,1,12,2,4,1,2,1
37398,2,1,8,10,4,1,5,0
37399,2,1,9,11,4,1,2,0
37400,4,2,8,1,4,1,2,0
37401,7,2,10,2,4,1,2,0
37402,1,0,9,0,2,1,0,0
37403,5,1,8,8,4,0,2,0
37404,4,0,8,0,2,0,2,0
37405,0,1,9,6,4,0,2,0
37406,4,1,12,1,4,1,3,0
37407,8,1,6,0,4,0,2,0
37408,2,1,4,5,4,1,2,0
37409,3,1,13,8,4,0,2,1
37410,3,1,9,11,4,0,2,0
37411,7,1,12,8,4,1,4,1
37412,2,1,8,1,4,1,2,0
37413,4,1,8,6,4,0,1,0
37414,5,1,13,2,4,0,2,0
37415,7,2,8,3,4,1,2,0
37416,2,1,12,10,4,0,2,0
37417,9,1,6,5,4,0,2,0
37418,1,1,9,0,4,1,4,0
37419,5,1,8,5,4,1,2,0
37420,3,1,12,10,4,0,3,0
37421,3,1,9,12,0,1,2,1
37422,1,1,12,12,4,0,7,0
37423,8,1,14,11,4,1,2,1
37424,10,0,9,8,4,1,0,0
37425,6,1,12,10,4,1,5,1
37426,6,1,12,2,3,1,2,0
37427,2,1,8,0,4,0,2,0
37428,3,0,10,0,2,0,2,0
37429,1,1,12,8,4,0,2,0
37430,3,2,8,3,4,1,2,0
37431,3,1,10,0,2,0,1,0
37432,3,0,13,8,1,1,2,1
37433,1,1,9,4,4,1,2,0
37434,1,1,6,4,4,1,2,0
37435,4,2,8,1,4,1,2,0
37436,3,1,14,8,4,1,4,1
37437,4,1,8,0,4,1,5,1
37438,8,2,14,8,4,1,4,0
37439,1,1,9,10,4,1,5,0
37440,3,1,9,10,4,1,7,0
37441,7,1,8,4,2,0,2,0
37442,1,1,6,4,4,1,1,0
37443,7,1,8,10,4,0,1,0
37444,3,1,8,1,4,1,2,0
37445,1,1,9,1,4,1,2,0
37446,0,1,9,0,4,1,2,0
37447,8,0,13,2,4,0,2,1
37448,7,1,8,10,4,0,2,0
37449,6,1,8,11,4,1,6,1
37450,3,1,8,6,4,0,5,0
37451,2,2,8,3,4,1,2,0
37452,5,1,8,1,4,1,3,0
37453,2,1,11,2,4,1,3,0
37454,2,0,8,3,0,1,5,0
37455,3,1,8,2,4,0,2,0
37456,2,1,12,8,4,1,4,0
37457,1,1,8,5,4,1,5,0
37458,3,1,8,0,4,0,2,0
37459,1,1,8,6,4,1,2,0
37460,2,1,9,6,4,1,2,0
37461,6,0,9,0,4,0,2,0
37462,3,1,8,1,4,1,2,0
37463,6,1,8,10,4,0,2,0
37464,2,1,8,1,2,1,2,0
37465,3,2,6,12,4,1,5,0
37466,3,1,9,6,4,1,2,0
37467,8,1,4,12,4,0,2,0
37468,8,1,12,6,4,1,1,0
37469,2,1,9,0,4,0,2,0
37470,3,0,12,8,4,0,2,0
37471,4,1,7,6,2,0,4,0
37472,7,0,8,6,4,1,2,0
37473,7,1,8,12,4,1,2,1
37474,8,1,8,1,2,1,2,0
37475,4,0,9,0,4,0,2,0
37476,0,1,8,4,2,1,2,0
37477,5,2,9,1,4,1,5,0
37478,9,0,1,0,2,1,2,0
37479,4,2,14,8,4,1,5,1
37480,8,2,9,3,4,1,3,1
37481,3,1,9,5,4,0,2,0
37482,0,1,8,6,4,1,3,0
37483,8,2,5,10,3,1,2,0
37484,4,1,10,8,4,1,4,0
37485,2,2,8,2,4,1,4,0
37486,7,1,13,2,4,1,4,1
37487,3,0,12,8,4,1,2,0
37488,3,1,13,2,4,0,3,0
37489,7,1,7,11,4,1,3,1
37490,4,1,9,1,4,1,3,0
37491,2,1,9,8,4,1,4,0
37492,3,2,9,2,4,1,2,0
37493,8,2,8,10,4,1,7,0
37494,5,2,11,2,4,1,6,1
37495,5,0,9,8,2,0,2,0
37496,8,1,8,10,4,1,2,0
37497,2,1,9,1,4,1,2,0
37498,5,2,12,8,4,1,4,0
37499,8,2,11,1,4,0,0,0
37500,3,1,8,10,4,0,3,0
37501,1,1,8,4,4,1,2,0
37502,8,1,8,12,4,1,4,0
37503,4,1,8,6,4,0,2,0
37504,5,1,8,12,4,1,2,0
37505,9,2,8,6,4,1,2,1
37506,4,1,12,0,4,0,2,0
37507,7,2,8,10,4,1,2,0
37508,3,0,8,0,4,0,1,0
37509,1,1,10,1,2,1,2,0
37510,4,1,5,1,4,0,2,0
37511,7,1,1,6,1,1,3,0
37512,2,1,9,10,4,0,2,0
37513,5,1,9,1,4,1,2,1
37514,4,1,9,8,4,1,2,0
37515,6,1,12,8,4,0,2,0
37516,10,1,8,0,4,0,2,1
37517,3,1,10,0,4,1,2,0
37518,2,1,8,4,4,1,2,0
37519,0,1,4,10,4,1,0,0
37520,6,1,9,1,4,1,7,1
37521,8,2,5,1,4,1,1,0
37522,3,0,13,8,4,1,2,0
37523,5,1,9,1,4,1,2,0
37524,0,1,8,2,4,1,2,0
37525,6,1,9,10,4,1,5,0
37526,6,1,9,11,4,0,2,0
37527,5,2,8,3,4,1,6,0
37528,7,1,8,4,2,1,3,0
37529,1,1,9,6,4,0,0,0
37530,7,1,8,10,2,0,2,1
37531,7,2,8,10,4,1,2,0
37532,1,1,9,4,4,1,2,0
37533,7,1,8,6,4,1,2,0
37534,3,1,9,5,4,0,2,0
37535,9,2,10,3,4,1,7,0
37536,4,1,12,11,4,0,1,1
37537,5,1,8,10,4,1,4,0
37538,3,1,10,0,4,0,1,0
37539,0,1,8,6,2,1,2,0
37540,1,0,9,4,4,1,2,0
37541,7,2,9,8,4,1,4,0
37542,1,1,8,0,4,0,2,0
37543,1,1,9,6,2,0,2,0
37544,7,2,8,1,4,1,2,0
37545,4,2,8,1,4,1,1,0
37546,0,1,8,0,4,1,2,0
37547,1,1,8,12,4,1,2,0
37548,6,2,10,6,4,1,3,0
37549,3,1,9,5,2,1,2,0
37550,3,0,8,6,2,0,2,0
37551,1,1,12,12,4,1,0,0
37552,8,1,13,2,4,1,4,1
37553,2,1,2,6,4,1,2,0
37554,6,1,8,1,4,1,5,1
37555,5,1,10,5,2,1,2,0
37556,10,2,8,3,4,1,0,0
37557,4,1,8,2,4,1,7,1
37558,6,2,8,6,4,0,5,0
37559,4,1,13,2,4,1,4,1
37560,3,1,13,8,4,1,4,0
37561,4,1,8,1,4,1,5,0
37562,8,2,0,6,4,0,2,0
37563,3,2,8,1,4,1,2,0
37564,4,1,8,5,4,1,2,0
37565,2,1,9,0,4,0,2,0
37566,6,1,8,1,4,1,2,0
37567,7,1,8,4,4,1,2,1
37568,4,2,8,10,4,1,2,0
37569,5,1,8,2,4,1,2,1
37570,2,1,12,8,4,0,0,0
37571,2,1,8,1,4,1,2,0
37572,10,2,6,5,2,1,2,0
37573,2,0,12,8,1,0,2,0
37574,8,1,8,1,4,1,2,1
37575,8,1,5,12,4,1,5,1
37576,3,1,8,5,4,1,5,0
37577,3,1,11,2,4,1,2,1
37578,8,1,10,8,4,1,2,1
37579,8,2,4,2,2,1,2,0
37580,6,1,8,1,4,1,2,0
37581,1,1,12,6,4,0,2,0
37582,5,1,10,0,4,0,2,0
37583,7,1,1,1,4,1,2,0
37584,6,1,12,8,2,0,1,0
37585,6,0,8,0,4,1,2,0
37586,3,1,10,6,4,1,2,0
37587,7,0,11,8,4,1,7,1
37588,3,1,2,4,4,1,2,0
37589,7,1,8,0,4,0,2,0
37590,4,1,12,8,4,1,3,1
37591,4,1,8,5,4,0,3,0
37592,8,2,8,3,4,1,0,0
37593,1,1,11,4,4,1,4,0
37594,3,1,8,1,4,1,5,0
37595,2,1,3,5,4,1,3,0
37596,3,1,11,10,4,1,3,0
37597,2,1,12,8,4,0,7,1
37598,3,1,8,8,4,1,5,0
37599,3,1,5,12,4,1,2,0
37600,7,1,9,6,4,0,5,0
37601,6,0,8,9,4,1,5,1
37602,9,1,12,2,4,1,2,1
37603,9,1,13,8,4,1,2,0
37604,8,1,12,2,4,0,2,1
37605,3,1,8,1,4,1,4,0
37606,7,1,8,1,4,1,2,1
37607,3,1,11,2,4,0,4,0
37608,2,1,9,10,4,1,5,0
37609,1,1,8,10,3,1,3,0
37610,4,1,11,1,4,1,2,1
37611,6,1,13,2,2,1,5,1
37612,1,1,5,1,4,1,2,0
37613,2,1,5,5,4,1,2,0
37614,7,1,8,8,4,1,4,0
37615,3,1,12,8,2,1,2,0
37616,8,1,8,6,1,1,0,0
37617,6,2,3,2,4,1,5,1
37618,6,1,8,5,4,1,3,0
37619,6,2,12,8,4,1,5,1
37620,3,1,12,8,4,1,2,0
37621,6,1,9,10,4,1,2,1
37622,1,1,12,2,4,1,4,0
37623,1,1,8,4,4,1,4,0
37624,3,1,12,0,4,1,5,0
37625,6,1,9,5,4,1,2,0
37626,2,1,8,6,4,0,2,0
37627,0,1,9,10,4,0,2,0
37628,3,1,9,2,4,0,2,1
37629,3,2,8,6,4,0,5,0
37630,2,1,8,1,4,0,1,0
37631,10,1,3,5,4,0,0,0
37632,8,1,12,8,4,1,1,0
37633,7,0,8,1,4,1,2,0
37634,3,2,9,12,4,1,2,0
37635,3,1,9,10,4,1,5,1
37636,2,0,12,9,4,1,2,0
37637,7,1,12,10,4,1,4,1
37638,6,1,9,2,4,1,5,1
37639,8,1,9,10,4,1,1,1
37640,3,1,9,6,4,0,0,0
37641,4,2,12,2,4,1,4,1
37642,0,1,9,0,4,1,4,0
37643,2,1,9,5,4,1,2,0
37644,1,1,11,6,4,1,0,0
37645,6,1,8,1,4,1,4,1
37646,2,1,9,12,4,1,2,0
37647,0,1,7,6,4,0,0,0
37648,2,1,11,1,4,1,2,0
37649,7,2,8,10,4,1,7,1
37650,6,1,5,10,4,1,2,0
37651,1,1,8,0,4,1,2,0
37652,3,1,8,0,2,0,2,0
37653,6,1,6,5,2,0,2,0
37654,8,2,12,2,4,1,4,0
37655,3,1,8,5,4,1,2,0
37656,9,2,14,8,4,1,5,1
37657,4,1,8,0,4,0,2,0
37658,7,1,12,0,4,1,6,1
37659,8,2,5,1,4,1,0,0
37660,2,1,8,12,4,1,2,0
37661,5,2,8,1,4,1,4,0
37662,2,1,8,6,2,0,0,0
37663,1,1,8,6,4,0,1,0
37664,3,0,9,9,4,1,2,0
37665,1,1,8,10,4,1,2,0
37666,7,1,8,5,4,1,3,1
37667,7,1,8,1,4,1,2,0
37668,10,1,11,2,4,1,3,1
37669,1,1,10,2,4,0,2,0
37670,7,1,8,2,4,1,2,0
37671,3,1,12,8,4,0,2,0
37672,6,1,9,5,2,0,2,0
37673,10,2,14,8,4,1,3,1
37674,6,1,8,1,4,1,2,0
37675,5,0,9,1,2,1,2,1
37676,0,1,8,1,4,1,1,0
37677,8,2,11,2,1,1,2,0
37678,3,1,13,8,2,1,2,0
37679,7,1,9,1,4,1,5,0
37680,7,1,13,2,4,1,4,1
37681,4,1,12,2,4,1,2,1
37682,1,1,9,10,4,0,2,0
37683,6,2,12,6,2,1,5,1
37684,4,1,13,6,4,0,2,0
37685,2,1,10,4,4,1,1,0
37686,1,2,12,2,4,1,2,0
37687,3,2,9,3,4,1,4,0
37688,7,1,6,6,2,1,1,0
37689,5,1,8,5,4,1,2,1
37690,8,2,0,1,4,1,2,0
37691,3,1,4,1,3,1,2,0
37692,2,0,9,6,4,1,2,0
37693,1,1,9,5,2,1,2,0
37694,2,1,12,2,4,1,2,0
37695,5,1,9,5,2,0,2,0
37696,4,0,9,6,4,1,2,0
37697,3,1,5,6,4,0,1,0
37698,8,0,9,6,2,1,2,0
37699,1,1,9,3,4,1,1,0
37700,4,1,12,2,4,1,5,1
37701,6,2,12,1,4,1,2,0
37702,1,1,9,2,4,1,2,0
37703,7,1,10,1,4,1,2,0
37704,3,0,9,1,4,1,2,1
37705,8,2,9,10,4,1,4,0
37706,8,1,12,2,4,1,2,1
37707,3,1,8,4,4,1,3,0
37708,1,1,9,4,4,1,1,0
37709,2,1,8,0,4,1,2,0
37710,7,1,14,8,4,1,2,1
37711,4,1,13,8,1,0,2,0
37712,0,1,6,10,4,0,0,0
37713,5,2,9,1,4,1,2,0
37714,7,0,8,12,4,1,2,0
37715,7,1,8,2,4,1,2,0
37716,1,1,9,10,4,0,0,0
37717,4,1,8,1,4,1,2,0
37718,4,2,12,10,4,1,2,1
37719,3,1,8,1,4,1,4,1
37720,5,0,8,12,4,1,5,0
37721,8,1,9,5,1,1,2,1
37722,6,0,10,9,4,1,2,0
37723,5,1,8,2,4,1,5,0
37724,0,1,6,2,4,0,1,0
37725,5,2,9,1,4,1,5,0
37726,4,1,12,8,4,0,1,0
37727,3,1,13,8,4,1,3,1
37728,3,1,8,0,2,1,2,0
37729,5,1,8,8,4,0,2,0
37730,5,2,9,10,4,0,1,0
37731,7,1,12,2,4,1,3,0
37732,5,1,9,11,4,1,2,1
37733,1,1,8,1,4,1,2,0
37734,4,1,0,3,4,1,2,0
37735,6,0,8,12,4,1,2,0
37736,8,2,8,1,4,1,5,0
37737,3,1,8,2,4,0,2,0
37738,8,1,8,10,4,0,2,1
37739,4,0,12,8,4,1,2,0
37740,1,1,12,2,4,1,4,0
37741,3,1,9,0,4,1,2,1
37742,2,1,12,10,4,1,2,1
37743,4,1,9,11,4,1,2,0
37744,4,1,8,1,4,1,4,0
37745,7,0,12,8,4,0,2,0
37746,7,1,8,6,4,0,3,0
37747,4,1,9,2,4,1,4,1
37748,6,1,8,1,4,1,3,0
37749,3,1,11,6,0,0,2,0
37750,3,0,8,9,4,1,2,0
37751,6,1,8,6,4,0,2,0
37752,3,1,8,2,4,1,2,0
37753,5,1,13,2,4,1,4,0
37754,0,1,9,6,4,0,0,0
37755,1,1,8,5,4,1,2,0
37756,8,1,14,2,1,1,2,0
37757,3,0,9,2,0,1,2,0
37758,6,2,9,10,4,1,3,1
37759,3,1,12,2,4,0,2,1
37760,4,1,9,2,4,1,5,1
37761,2,1,12,10,4,0,4,0
37762,9,1,8,12,4,1,5,0
37763,3,1,8,1,4,1,3,0
37764,7,0,8,0,4,1,2,1
37765,2,0,9,9,4,1,2,0
37766,8,0,13,2,4,1,5,1
37767,6,0,13,8,4,0,3,0
37768,5,1,9,1,4,1,4,0
37769,8,1,8,6,4,0,3,0
37770,7,2,9,6,4,1,5,0
37771,3,1,12,10,4,1,2,1
37772,6,2,8,2,4,0,2,0
37773,4,1,5,3,4,1,2,0
37774,2,1,8,6,4,0,1,0
37775,4,1,13,8,4,0,3,1
37776,7,0,12,8,4,1,2,1
37777,4,2,12,2,4,1,2,0
37778,3,2,8,1,4,1,1,0
37779,1,1,9,6,4,1,2,0
37780,8,1,9,8,4,1,2,1
37781,2,2,10,3,4,1,6,0
37782,3,1,9,6,2,0,2,0
37783,0,1,9,0,4,0,2,0
37784,0,1,5,12,4,1,2,0
37785,10,2,8,2,4,1,1,0
37786,1,1,12,11,4,0,4,0
37787,3,1,8,0,4,0,2,0
37788,1,1,9,0,4,1,2,1
37789,2,1,8,1,4,1,2,0
37790,3,1,9,0,4,0,2,1
37791,1,1,9,8,4,1,2,0
37792,10,1,8,6,2,1,0,0
37793,5,1,8,10,4,0,0,0
37794,2,2,13,8,4,1,2,1
37795,6,1,12,11,2,1,2,1
37796,7,1,12,10,4,1,4,1
37797,7,0,14,8,1,1,2,1
37798,0,1,5,0,4,0,0,0
37799,8,1,7,3,4,1,2,0
37800,10,1,8,9,4,0,0,0
37801,1,1,9,6,4,0,1,0
37802,3,1,8,1,4,1,3,0
37803,4,1,3,6,4,1,2,0
37804,5,1,8,1,4,0,2,0
37805,7,2,14,8,4,1,2,1
37806,2,0,11,0,4,0,2,0
37807,2,2,9,10,4,1,2,0
37808,9,2,12,10,4,1,2,1
37809,5,1,9,8,4,1,4,1
37810,8,2,8,10,4,1,7,0
37811,3,1,11,8,4,0,2,0
37812,3,2,9,3,4,1,4,0
37813,5,1,4,1,4,1,2,0
37814,3,1,12,11,2,0,2,0
37815,5,1,8,1,4,1,2,0
37816,3,1,8,3,4,1,2,0
37817,8,1,8,6,2,0,2,0
37818,10,1,15,2,4,1,2,0
37819,8,2,9,2,4,0,0,0
37820,6,1,12,2,4,1,3,1
37821,8,1,8,4,4,1,2,0
37822,3,1,6,12,4,1,2,0
37823,8,0,8,12,4,1,2,0
37824,4,1,8,10,4,1,2,1
37825,8,1,8,10,4,0,2,0
37826,2,2,8,10,4,1,2,0
37827,3,1,8,12,4,1,2,0
37828,8,0,8,0,4,0,2,0
37829,3,0,12,11,4,0,2,0
37830,7,0,6,6,4,1,3,0
37831,7,1,3,6,4,0,2,0
37832,3,2,8,10,4,1,7,0
37833,2,1,15,8,4,1,7,0
37834,7,1,9,2,2,0,2,0
37835,5,1,8,5,4,1,2,1
37836,2,1,11,1,4,1,4,0
37837,8,1,5,6,4,0,2,0
37838,4,2,8,12,4,1,2,1
37839,5,1,9,8,4,0,1,0
37840,0,1,5,1,4,1,2,0
37841,1,1,4,10,4,0,1,0
37842,3,1,3,1,3,0,4,0
37843,6,0,13,8,4,1,2,1
37844,2,1,13,8,4,0,2,0
37845,4,1,12,8,4,1,2,1
37846,3,1,8,1,4,1,2,0
37847,5,2,12,2,4,0,5,1
37848,3,1,13,8,4,1,2,1
37849,2,1,14,8,4,1,2,0
37850,1,1,8,3,4,1,1,0
37851,6,2,14,8,4,1,3,1
37852,5,2,13,8,4,1,3,0
37853,3,0,9,6,4,0,1,0
37854,2,1,10,6,2,0,4,0
37855,6,2,13,8,4,1,5,0
37856,4,1,11,10,4,1,4,1
37857,5,1,12,0,4,0,2,1
37858,7,1,5,2,4,0,2,0
37859,4,1,8,1,2,0,3,0
37860,9,1,8,0,4,0,2,0
37861,1,1,9,3,4,1,2,0
37862,7,0,8,1,4,1,2,0
37863,9,0,8,4,4,1,3,1
37864,0,1,8,4,4,0,0,0
37865,7,1,4,12,4,1,2,0
37866,2,1,8,2,4,1,2,0
37867,6,1,1,1,4,1,2,0
37868,7,1,9,6,4,1,2,0
37869,2,0,12,8,4,1,2,0
37870,2,0,12,11,1,1,2,0
37871,7,0,9,0,4,1,2,1
37872,3,1,14,8,4,1,2,1
37873,10,1,13,6,4,1,0,0
37874,8,2,8,2,4,1,4,1
37875,1,1,8,0,4,0,2,0
37876,5,1,10,0,4,1,2,1
37877,3,1,8,6,4,1,2,0
37878,3,1,8,1,4,1,5,0
37879,8,1,8,1,4,1,2,0
37880,6,0,13,8,4,0,5,1
37881,5,1,8,12,4,1,4,1
37882,7,1,9,6,4,0,2,0
37883,7,2,9,2,4,1,2,0
37884,0,1,8,6,4,1,2,0
37885,5,1,12,8,4,0,3,1
37886,7,0,15,8,4,1,3,1
37887,1,1,8,4,4,1,2,0
37888,7,1,9,10,4,1,3,1
37889,1,1,9,2,4,1,1,0
37890,3,1,13,8,4,1,3,0
37891,4,0,9,9,4,1,2,0
37892,2,1,11,12,4,1,2,0
37893,10,1,12,0,4,1,0,1
37894,3,1,9,0,4,0,2,0
37895,7,1,8,2,4,1,7,0
37896,0,2,6,3,4,1,4,0
37897,10,1,8,6,4,1,0,0
37898,1,0,12,8,4,1,0,0
37899,4,1,3,10,4,0,3,0
37900,1,1,12,10,4,1,5,0
37901,5,1,8,2,4,0,2,0
37902,0,1,6,4,4,1,0,0
37903,4,1,8,1,4,1,2,0
37904,6,1,9,2,0,1,2,1
37905,2,1,8,4,4,1,2,0
37906,4,1,8,5,4,0,1,0
37907,7,1,9,5,4,1,2,0
37908,10,1,8,6,4,0,1,0
37909,1,1,11,6,4,0,0,0
37910,1,1,8,10,0,1,5,0
37911,1,0,12,8,4,0,2,0
37912,6,1,9,5,4,1,2,0
37913,6,1,2,6,2,1,2,0
37914,2,1,12,0,1,0,2,0
37915,5,1,9,1,4,1,2,0
37916,6,2,4,12,2,1,2,0
37917,2,1,12,8,4,1,5,1
37918,9,2,12,2,4,1,2,0
37919,1,1,3,3,4,1,2,0
37920,6,1,8,9,4,1,2,0
37921,1,1,10,1,3,1,2,0
37922,4,1,8,2,4,1,6,1
37923,0,1,6,10,4,0,0,0
37924,6,1,12,2,4,1,4,0
37925,7,1,8,4,4,1,2,0
37926,9,0,13,8,2,0,2,0
37927,3,1,8,2,4,1,2,0
37928,2,1,8,0,4,0,0,0
37929,1,1,8,0,4,1,2,0
37930,7,1,8,0,4,0,3,0
37931,5,0,9,0,4,0,0,0
37932,4,1,12,4,4,1,2,0
37933,0,1,9,5,4,1,1,0
37934,5,1,8,6,4,0,1,0
37935,2,1,9,1,4,1,1,0
37936,7,1,9,1,4,1,2,0
37937,0,1,5,3,4,1,0,0
37938,2,2,12,10,4,1,5,1
37939,8,1,13,2,4,1,4,1
37940,3,1,4,5,3,0,2,0
37941,3,1,8,0,4,1,2,0
37942,0,1,9,11,4,1,0,0
37943,2,1,12,8,4,1,2,0
37944,5,1,12,4,4,1,2,0
37945,0,0,6,0,0,0,1,0
37946,1,1,8,6,4,1,2,0
37947,4,2,15,8,4,1,5,1
37948,10,2,2,3,4,1,2,0
37949,7,0,8,9,4,1,2,1
37950,3,1,11,8,4,0,5,0
37951,1,1,9,10,4,1,2,0
37952,2,1,9,1,3,1,3,0
37953,5,1,8,1,4,1,2,0
37954,6,1,11,3,4,1,2,0
37955,8,1,8,8,2,1,5,0
37956,1,1,9,1,1,1,2,1
37957,8,2,10,6,4,0,3,0
37958,7,0,9,9,4,1,2,0
37959,5,1,11,10,4,1,3,1
37960,1,1,8,5,4,1,3,0
37961,8,2,9,2,4,1,5,0
37962,4,1,9,1,4,1,2,0
37963,4,0,12,8,4,0,1,1
37964,5,1,13,2,4,1,4,1
37965,3,1,8,6,4,1,4,0
37966,8,1,8,1,4,1,2,0
37967,3,1,10,2,2,0,2,0
37968,2,1,8,6,2,0,2,0
37969,3,1,0,6,4,1,1,0
37970,5,0,8,6,2,0,2,0
37971,7,2,8,8,4,1,5,0
37972,1,0,8,5,4,1,4,0
37973,4,1,9,2,4,0,0,0
37974,8,1,10,11,4,1,2,1
37975,4,1,8,0,4,0,2,0
37976,0,0,9,6,4,1,0,0
37977,3,1,2,4,4,1,2,0
37978,5,1,8,5,4,1,2,0
37979,5,0,10,0,4,0,2,1
37980,3,1,8,6,4,1,2,1
37981,3,1,9,0,4,0,4,0
37982,5,0,13,2,4,1,4,1
37983,7,1,8,5,4,1,2,0
37984,3,1,9,1,4,1,1,0
37985,3,0,12,8,4,0,4,1
37986,4,1,8,1,4,1,2,0
37987,9,1,13,0,4,1,3,0
37988,4,1,15,2,4,1,2,0
37989,2,1,8,0,4,0,2,0
37990,7,0,11,0,4,0,2,0
37991,6,1,9,1,4,1,1,0
37992,4,1,8,4,1,1,2,1
37993,7,0,10,0,4,1,0,1
37994,3,1,12,2,4,0,2,0
37995,8,1,8,6,4,0,2,0
37996,5,0,12,2,4,1,2,0
37997,6,1,13,0,2,1,2,0
37998,3,1,9,5,4,1,2,1
37999,3,2,12,11,4,1,2,0
38000,2,2,12,2,4,1,2,0
38001,0,1,9,4,4,1,2,0
38002,8,1,2,5,2,1,2,0
38003,3,1,6,2,4,1,2,0
38004,1,1,9,0,4,0,2,0
38005,0,1,0,3,4,1,4,0
38006,3,1,8,5,4,1,5,0
38007,3,1,8,1,4,1,2,0
38008,2,1,10,1,4,1,5,0
38009,1,1,9,4,4,1,3,0
38010,1,1,9,10,4,0,0,0
38011,6,0,11,9,4,1,2,0
38012,1,1,8,4,4,1,3,0
38013,1,1,13,8,4,1,5,0
38014,4,0,12,8,3,0,2,0
38015,1,1,9,0,4,1,5,0
38016,10,0,8,0,4,0,2,0
38017,3,1,8,10,4,0,3,0
38018,2,1,8,5,4,1,3,0
